PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
7598,0,3,"Name7598, Mr. Surname7598",male,21.0,0,0,2649,4.611404870388418,,S
425448,1,1,"Name425448, Mrs. Surname425448",female,,1,0,244361,83.37256249684987,,S
998791,1,3,"Name998791, Mr. Surname998791",male,10.0,1,1,2650,14.803422511734771,A6,C
854085,0,3,"Name854085, Mr. Surname854085",male,25.0,0,0,236852,0.0,,S
581731,0,3,"Name581731, Miss. Surname581731",female,,8,2,LINE,46.82777780389192,,S
185312,0,1,"Name185312, Mr. Surname185312",male,38.0,0,0,A/5 3594,59.15325534328473,,S
141880,0,3,"Name141880, Mr. Surname141880",male,1.0,0,1,347064,6.592047563295909,,C
837714,0,3,"Name837714, Mr. Surname837714",male,,0,0,STON/O2. 3101290,6.808897281780766,,C
350958,0,1,"Name350958, Mr. Surname350958",male,45.0,0,0,243847,40.21484531244026,,S
216892,1,2,"Name216892, Mrs. Surname216892",female,26.0,0,0,28424,9.653545609350813,,Q
871768,0,1,"Name871768, Mr. Surname871768",male,63.0,0,0,36928,44.06832417944122,D56,C
771261,1,1,"Name771261, Mr. Surname771261",male,29.0,0,0,A/5 21173,243.4468647145732,,C
991829,0,3,"Name991829, Mr. Surname991829",male,,0,0,341826,16.583249504818557,,S
836427,1,1,"Name836427, Mrs. Surname836427",female,33.0,0,1,113509,84.13587784688613,,S
92262,1,1,"Name92262, Miss. Surname92262",female,25.0,1,0,350025,55.56664353666006,,S
470514,1,3,"Name470514, Mr. Surname470514",male,,0,0,PC 17760,12.117658968649062,,S
150672,1,2,"Name150672, Miss. Surname150672",female,34.0,0,0,347088,11.813637191402458,B86,S
843628,0,3,"Name843628, Mr. Surname843628",male,,0,0,228414,2.129197308250825,C78,C
834402,1,3,"Name834402, Master. Surname834402",female,0.0,0,2,237736,20.35476499075138,,S
775405,0,2,"Name775405, Mr. Surname775405",male,32.0,0,0,W./C. 6607,40.725016433669104,E68,S
534542,0,3,"Name534542, Mr. Surname534542",male,26.0,0,0,SOTON/O.Q. 3101306,12.955491680516396,,S
768859,1,1,"Name768859, Mr. Surname768859",male,23.0,1,0,SC/Paris 2123,121.47500135410073,,C
625845,1,2,"Name625845, Miss. Surname625845",female,,1,2,2666,44.12585260494058,B80,S
896453,0,3,"Name896453, Mr. Surname896453",male,13.0,4,2,CA 2144,42.6511188658992,C93,S
652670,0,3,"Name652670, Mr. Surname652670",male,7.0,5,2,364498,41.17742920981299,,S
106491,0,3,"Name106491, Mr. Surname106491",male,34.0,0,0,CA. 2314,5.53578232646944,,S
340998,1,2,"Name340998, Mrs. Surname340998",female,,0,0,349204,14.018252330809746,,S
582216,0,2,"Name582216, Mr. Surname582216",male,30.0,0,0,349242,19.173303318742025,,S
70306,1,1,"Name70306, Mr. Surname70306",male,20.0,0,0,SC/AH 3085,10.050604111207177,,S
630942,1,3,"Name630942, Mr. Surname630942",male,24.0,0,0,367228,4.7526455580861535,,S
329426,0,1,"Name329426, Mr. Surname329426",male,21.0,0,0,CA 2144,125.29584143148963,,C
163288,0,3,"Name163288, Mr. Surname163288",male,32.0,0,0,230433,19.773969850780865,D37,S
181733,0,3,"Name181733, Miss. Surname181733",female,52.0,1,1,C.A. 29395,26.71016984553939,,S
774009,0,3,"Name774009, Mr. Surname774009",male,,0,0,C.A. 24579,7.091901319890519,,S
489469,0,1,"Name489469, Mr. Surname489469",male,40.0,0,0,2695,113.27247926079396,,S
143955,0,3,"Name143955, Mr. Surname143955",male,37.0,0,0,348124,13.960374403445064,,S
880682,0,3,"Name880682, Mr. Surname880682",male,18.0,0,0,14311,27.45695870455865,,S
114547,1,3,"Name114547, Mr. Surname114547",male,25.0,0,0,CA 2144,59.01476217999408,,S
981123,0,1,"Name981123, Mr. Surname981123",male,48.0,0,0,11751,42.455931101840655,,S
660851,0,2,"Name660851, Mr. Surname660851",male,40.0,0,0,36864,40.91504201469776,B69,S
130050,0,3,"Name130050, Mr. Surname130050",male,16.0,1,0,28134,28.23079967010332,,S
366292,0,3,"Name366292, Major. Surname366292",male,0.0,4,1,P/PP 3381,41.87266515566269,,S
775535,0,3,"Name775535, Mr. Surname775535",male,49.0,0,0,2627,9.136289919167108,,S
507631,0,3,"Name507631, Mr. Surname507631",male,,0,0,2687,4.41420791697821,,S
764539,0,1,"Name764539, Mr. Surname764539",male,35.0,0,1,C.A. 34651,165.07960334417194,,S
120114,1,3,"Name120114, Mr. Surname120114",male,20.0,0,0,349227,12.10660655571614,,C
209361,0,2,"Name209361, Mr. Surname209361",male,,0,0,349205,27.183532023450173,,S
209046,1,3,"Name209046, Master. Surname209046",female,0.0,0,0,349207,10.925511468925675,,C
934832,0,3,"Name934832, Miss. Surname934832",female,41.0,1,1,345364,23.79308681534092,,S
950260,1,1,"Name950260, Mrs. Surname950260",female,42.0,1,0,363291,19.87138819613936,,C
12510,0,1,"Name12510, Mr. Surname12510",male,,0,0,7598,54.95037599457158,,C
430585,1,3,"Name430585, Mrs. Surname430585",female,,0,1,315082,7.427463905250165,,S
320798,0,3,"Name320798, Miss. Surname320798",female,34.0,0,0,36967,1.9000198350937507,,S
872786,0,3,"Name872786, Mr. Surname872786",male,,4,1,SOTON/O2 3101272,39.116407175589465,,S
308779,0,3,"Name308779, Mr. Surname308779",male,6.0,3,1,110152,18.7575068216352,,S
221838,0,3,"Name221838, Mr. Surname221838",male,24.0,0,0,364516,2.649239926052757,,S
367250,0,3,"Name367250, Miss. Surname367250",female,18.0,1,0,330909,20.198903002269823,,S
629688,1,3,"Name629688, Mr. Surname629688",male,38.0,0,0,231919,32.556558539310785,,S
496421,0,3,"Name496421, Mr. Surname496421",male,22.0,1,0,2665,21.950176181911008,,S
582831,1,3,"Name582831, Mr. Surname582831",male,26.0,0,0,28425,0.0,,S
699607,1,1,"Name699607, Mr. Surname699607",male,22.0,0,0,PC 17585,0.0,,C
739405,1,1,"Name739405, Mrs. Surname739405",female,24.0,0,1,220367,117.90505346164645,,C
617614,0,2,"Name617614, Mr. Surname617614",male,,0,0,3474,0.0,,S
473580,1,1,"Name473580, Mrs. Surname473580",female,26.0,1,0,376564,39.06075533430939,,S
154668,1,2,"Name154668, Mrs. Surname154668",female,25.0,1,0,367230,26.941400755345292,B77,S
186143,1,1,"Name186143, Mrs. Surname186143",female,28.0,0,0,3101295,0.0,,C
197673,0,3,"Name197673, Miss. Surname197673",female,,2,1,362316,18.24928541340662,,C
259680,1,2,"Name259680, Miss. Surname259680",female,35.0,0,0,112058,11.890457787717333,,S
976401,1,1,"Name976401, Mr. Surname976401",male,9.0,1,2,347089,124.06815876359023,,S
245645,0,1,"Name245645, Mr. Surname245645",male,26.0,1,0,382652,60.75107563733408,,S
150670,0,2,"Name150670, Mr. Surname150670",male,20.0,0,0,244367,13.97802337617199,,S
838425,0,1,"Name838425, Mr. Surname838425",male,40.0,0,0,248747,57.14237051189141,B35,S
577007,0,3,"Name577007, Mrs. Surname577007",female,42.0,1,0,349241,22.89780346770888,,S
825459,0,2,"Name825459, Mr. Surname825459",male,8.0,0,0,4579,16.03015196753152,C23 C25 C27,S
726888,1,3,"Name726888, Miss. Surname726888",female,27.0,0,0,2699,9.434487009684672,A36,Q
19920,0,3,"Name19920, Mr. Surname19920",male,31.0,0,0,336439,15.16405502861871,A31,S
921915,0,3,"Name921915, Mr. Surname921915",male,25.0,0,0,347088,11.170583035410544,,C
248287,0,3,"Name248287, Mr. Surname248287",male,22.0,1,0,28403,25.874258221203974,,S
983842,0,3,"Name983842, Mr. Surname983842",male,11.0,0,0,PC 17760,14.96403422968379,,S
612312,1,1,"Name612312, Miss. Surname612312",female,26.0,0,0,350417,16.52449951923627,,S
689489,0,3,"Name689489, Mr. Surname689489",male,25.0,1,1,349241,27.970973381060503,,S
511762,0,3,"Name511762, Mr. Surname511762",male,20.0,0,0,330923,12.355461851636518,E8,S
463514,0,3,"Name463514, Mr. Surname463514",male,38.0,0,0,PC 17572,7.070039418838491,,Q
862803,0,3,"Name862803, Mr. Surname862803",male,25.0,0,0,376564,6.915124551155936,,S
817497,0,3,"Name817497, Mr. Surname817497",male,25.0,0,0,236852,3.455737671756429,,S
607444,0,3,"Name607444, Mr. Surname607444",male,24.0,0,0,SC/Paris 2123,0.0,B20,S
535420,0,3,"Name535420, Mr. Surname535420",male,,2,1,349209,4.298602847505567,,S
160578,0,3,"Name160578, Mr. Surname160578",male,27.0,0,0,7552,7.122494299006416,,Q
991338,1,1,"Name991338, Mrs. Surname991338",female,36.0,0,0,28403,0.0,,C
548852,0,2,"Name548852, Miss. Surname548852",female,,1,1,112050,33.38642982274858,,S
572442,0,3,"Name572442, Mr. Surname572442",male,17.0,0,0,334912,15.512770917870142,B96 B98,S
977665,0,3,"Name977665, Mr. Surname977665",male,41.0,1,1,24160,25.268507146306487,,S
741135,0,3,"Name741135, Mr. Surname741135",male,29.0,0,0,113803,5.225041610481024,,S
937384,1,2,"Name937384, Mr. Surname937384",male,27.0,0,0,113781,2.7542313822561626,,S
846114,0,3,"Name846114, Mr. Surname846114",male,35.0,0,0,SOTON/OQ 392089,5.862930630371804,,S
682787,1,2,"Name682787, Miss. Surname682787",female,14.0,0,2,2693,24.07699363585092,,S
690894,1,1,"Name690894, Miss. Surname690894",female,45.0,0,0,31418,14.51610569897841,,S
873324,1,3,"Name873324, Mrs. Surname873324",female,24.0,0,0,2624,6.745521647088735,,Q
539257,0,3,"Name539257, Mr. Surname539257",male,31.0,0,0,349909,7.927902670034057,A32,C
468945,1,1,"Name468945, Mrs. Surname468945",female,48.0,0,1,2631,35.26992210703179,E24,S
709018,1,1,"Name709018, Mrs. Surname709018",female,44.0,0,0,350046,159.97480355180588,F38,C
747603,0,3,"Name747603, Mr. Surname747603",male,,1,0,2694,13.352400074323963,,S
333203,1,2,"Name333203, Mrs. Surname333203",female,16.0,1,2,2694,46.00078196709787,E121,S
371203,0,3,"Name371203, Miss. Surname371203",female,,1,0,244358,15.277393468548258,C118,S
792737,0,2,"Name792737, Mr. Surname792737",male,30.0,0,0,343095,13.50830157588912,,S
359455,0,1,"Name359455, Mr. Surname359455",male,32.0,0,0,347742,0.0,F G63,S
698224,0,2,"Name698224, Mr. Surname698224",male,34.0,1,0,363592,48.77158910623006,G6,C
519533,1,1,"Name519533, Mr. Surname519533",male,63.0,0,0,W./C. 14258,36.1403175649684,,S
45802,1,2,"Name45802, Mrs. Surname45802",female,20.0,1,0,S.O.P. 1166,27.56742130522433,E8,S
552034,0,3,"Name552034, Mr. Surname552034",male,25.0,0,0,2674,4.42504770300868,,Q
194254,0,3,"Name194254, Mr. Surname194254",male,29.0,0,0,S.O./P.P. 3,8.919856230742615,,S
921860,0,3,"Name921860, Miss. Surname921860",female,32.0,8,2,C.A. 18723,35.8744863813386,B96 B98,S
795819,0,2,"Name795819, Mr. Surname795819",male,44.0,0,0,17464,15.748024531379984,,S
564234,1,3,"Name564234, Miss. Surname564234",female,33.0,3,0,239856,20.583480442731307,,Q
862551,1,1,"Name862551, Miss. Surname862551",female,30.0,1,0,2651,53.11380949526311,C86,S
458397,1,3,"Name458397, Miss. Surname458397",female,,0,2,F.C.C. 13529,21.10628397698008,B20,C
383944,1,1,"Name383944, Miss. Surname383944",female,18.0,1,0,PC 17572,194.1972971452913,,C
494207,0,3,"Name494207, Mr. Surname494207",male,33.0,0,0,349247,11.790874979679,D28,S
976098,0,1,"Name976098, Mr. Surname976098",male,,0,0,11668,0.0,,C
328918,1,3,"Name328918, Mr. Surname328918",male,28.0,0,0,7267,42.71977005523354,C111,C
877897,0,2,"Name877897, Sir. Surname877897",male,39.0,0,0,Fa 265302,9.358691972751773,,S
919649,0,1,"Name919649, Mr. Surname919649",male,31.0,1,0,345764,82.45713547119504,,S
984195,0,3,"Name984195, Mr. Surname984195",male,43.0,0,0,113059,4.989117997769183,,S
652219,0,1,"Name652219, Mr. Surname652219",male,45.0,0,0,C.A. 37671,0.0,,C
37255,0,3,"Name37255, Mrs. Surname37255",female,41.0,0,0,17421,13.962282429480366,,S
69101,0,3,"Name69101, Mr. Surname69101",male,44.0,0,0,11755,7.4514127494543505,,S
62149,1,1,"Name62149, Mr. Surname62149",male,59.0,0,0,230433,60.55844746721195,,S
764244,1,2,"Name764244, Mr. Surname764244",male,29.0,0,0,S.O.C. 14879,26.251438046854357,,C
431677,0,3,"Name431677, Mr. Surname431677",male,28.0,0,0,367230,12.45357600696652,,S
697242,0,2,"Name697242, Mrs. Surname697242",female,,1,0,349239,19.453152459671827,,S
413554,0,3,"Name413554, Mr. Surname413554",male,24.0,5,2,110465,43.8846785925582,,S
972327,0,2,"Name972327, Mr. Surname972327",male,,1,1,113760,26.55449678836933,,S
889719,0,3,"Name889719, Mr. Surname889719",male,40.0,0,0,WE/P 5735,12.297956088198497,,S
889179,0,1,"Name889179, Mr. Surname889179",male,55.0,0,0,382649,71.18352424067997,,S
651229,1,1,"Name651229, Mr. Surname651229",male,48.0,0,1,347742,181.06622442994333,,C
345700,1,1,"Name345700, Mr. Surname345700",male,,0,0,1601,30.07386191814804,,S
483118,0,2,"Name483118, Mr. Surname483118",male,22.0,1,1,3101295,28.34272905918641,,S
830507,1,2,"Name830507, Master. Surname830507",female,6.0,1,1,PC 17600,36.5586273848464,,S
361357,0,3,"Name361357, Miss. Surname361357",female,,0,0,W/C 14208,13.261284685761568,,S
339729,1,1,"Name339729, Miss. Surname339729",female,38.0,1,1,3101267,143.02582788982986,,S
534550,0,3,"Name534550, Mr. Surname534550",male,16.0,0,0,5727,12.75003894034297,C23 C25 C27,S
82688,1,2,"Name82688, Mrs. Surname82688",female,,0,0,PC 17760,15.357748448338585,,S
793359,1,3,"Name793359, Mr. Surname793359",male,16.0,0,0,234818,38.53117772760211,,C
705516,0,2,"Name705516, Mrs. Surname705516",female,24.0,1,0,364506,23.74544949359492,D50,S
2443,0,2,"Name2443, Mr. Surname2443",male,21.0,1,0,347069,8.879186205056348,,S
955854,0,3,"Name955854, Mr. Surname955854",male,14.0,0,0,349242,21.54032246266501,,S
92365,1,3,"Name92365, Master. Surname92365",female,8.0,0,0,2627,10.562295848403764,,C
934571,1,3,"Name934571, Mrs. Surname934571",female,21.0,0,0,370365,10.928518244274176,,Q
168849,0,2,"Name168849, Miss. Surname168849",female,46.0,0,0,347081,11.35770420701068,C82,S
611029,1,1,"Name611029, Mrs. Surname611029",female,40.0,1,0,3101276,137.51446645463747,D26,S
185294,0,3,"Name185294, Mr. Surname185294",male,36.0,0,0,113792,10.906642424702278,,Q
345043,0,1,"Name345043, Mr. Surname345043",male,44.0,0,0,236171,32.64094622435359,,C
436665,0,3,"Name436665, Mr. Surname436665",male,30.0,3,2,244310,43.01155826378182,,S
630821,1,1,"Name630821, Miss. Surname630821",female,,0,0,349203,48.42894969507528,B22,C
979219,1,2,"Name979219, Miss. Surname979219",female,26.0,1,1,234818,20.198954331423025,,S
198332,1,2,"Name198332, Miss. Surname198332",female,24.0,0,0,113794,15.454124156461708,,S
364639,1,3,"Name364639, Mr. Surname364639",male,27.0,0,0,3101278,37.832982333030536,,S
663326,0,3,"Name663326, Mr. Surname663326",male,31.0,0,0,350050,0.0,,S
533810,0,3,"Name533810, Mr. Surname533810",male,40.0,0,0,17453,9.700772210097648,,S
293034,1,3,"Name293034, Miss. Surname293034",female,13.0,2,1,2694,17.493945808209695,,C
457392,0,3,"Name457392, Master. Surname457392",female,12.0,0,0,1601,12.062742310699084,,S
805344,0,3,"Name805344, Master. Surname805344",female,4.0,3,1,F.C.C. 13528,24.67663057653157,E44,S
807617,0,3,"Name807617, Miss. Surname807617",female,,0,0,345770,5.3974826830601,,S
206377,0,3,"Name206377, Mrs. Surname206377",female,,0,0,1601,5.941983046281528,,Q
622370,1,3,"Name622370, Mrs. Surname622370",female,41.0,1,1,PC 17572,42.27934569629471,,S
897564,0,2,"Name897564, Mr. Surname897564",male,54.0,0,0,349227,26.590623926385973,C92,S
632111,0,1,"Name632111, Mr. Surname632111",male,18.0,0,0,248740,68.53279425869621,,S
889898,0,3,"Name889898, Mr. Surname889898",male,30.0,1,1,C.A. 2673,14.420926553654596,,C
144488,1,1,"Name144488, Mrs. Surname144488",female,32.0,1,0,382652,98.68167754109476,A26,S
880906,0,3,"Name880906, Mr. Surname880906",male,28.0,0,0,PC 17758,5.849033038518285,,Q
748983,1,1,"Name748983, Miss. Surname748983",female,,0,2,370370,178.66815562266845,E44,S
485011,1,3,"Name485011, Mr. Surname485011",male,35.0,0,0,334912,2.877491856598614,C111,S
259610,0,3,"Name259610, Mr. Surname259610",male,34.0,1,2,A/5 2817,48.70927909493406,,S
475786,1,1,"Name475786, Miss. Surname475786",female,45.0,0,1,113509,103.20152100974614,,S
831682,1,2,"Name831682, Miss. Surname831682",female,36.0,1,2,PC 17757,64.57886815595302,C22 C26,C
29504,1,3,"Name29504, Mr. Surname29504",male,43.0,0,0,CA 2144,12.965832999973737,,S
332410,0,2,"Name332410, Mr. Surname332410",male,31.0,0,0,370373,13.829864875302126,,C
757109,0,3,"Name757109, Rev. Surname757109",male,,0,0,CA. 2343,11.329958408912937,,S
569741,0,3,"Name569741, Mr. Surname569741",male,23.0,0,0,29108,12.104044056874256,D26,Q
314963,0,1,"Name314963, Mr. Surname314963",male,84.0,0,0,A/5 21171,135.91784687617655,,C
602633,1,3,"Name602633, Mlle. Surname602633",female,32.0,8,2,8475,48.22533346138769,C110,S
825877,0,3,"Name825877, Mr. Surname825877",male,42.0,0,0,2926,7.999849986057578,,S
352635,0,3,"Name352635, Mr. Surname352635",male,40.0,0,0,368323,20.90374848520542,,S
195313,1,3,"Name195313, Miss. Surname195313",female,35.0,0,0,2662,12.864720549629943,,Q
605693,1,3,"Name605693, Mrs. Surname605693",female,30.0,0,0,349225,5.5810629726184855,C2,C
216123,0,3,"Name216123, Col. Surname216123",male,39.0,0,0,2663,12.627554561473438,,Q
849254,0,3,"Name849254, Mr. Surname849254",male,31.0,1,0,11774,9.30593474150081,,C
452024,0,3,"Name452024, Mr. Surname452024",male,28.0,0,0,2672,4.955122811225663,,Q
732412,0,3,"Name732412, Miss. Surname732412",female,,0,0,PC 17603,5.525901654298328,B39,Q
652242,0,1,"Name652242, Mr. Surname652242",male,50.0,0,1,2926,0.0,,C
512050,0,3,"Name512050, Mr. Surname512050",male,26.0,2,0,PP 9549,26.191618079482943,,S
718995,0,3,"Name718995, Mr. Surname718995",male,27.0,0,0,358585,11.121667574487248,C47,S
925782,0,3,"Name925782, Mrs. Surname925782",female,44.0,0,0,110152,14.989969713647543,,S
755208,0,3,"Name755208, Mr. Surname755208",male,4.0,4,2,362316,23.92944016200316,,S
88097,0,3,"Name88097, Mr. Surname88097",male,,1,0,26360,8.214553456166703,E33,S
756084,0,3,"Name756084, Mr. Surname756084",male,39.0,0,0,345770,12.02469856762852,G6,S
598017,0,3,"Name598017, Mr. Surname598017",male,34.0,2,0,350043,25.9005051056495,,S
885740,1,2,"Name885740, Mr. Surname885740",male,,1,1,C.A. 29395,41.70571245705939,,S
862241,1,1,"Name862241, Miss. Surname862241",female,24.0,1,1,2686,12.731989275928184,,S
265713,0,3,"Name265713, Mr. Surname265713",male,,0,0,8475,14.28470575652728,,Q
374705,1,1,"Name374705, Miss. Surname374705",female,21.0,0,0,14312,167.31998046208304,,C
817058,1,3,"Name817058, Miss. Surname817058",female,,0,0,3101298,8.62967216808162,,S
446476,0,3,"Name446476, Miss. Surname446476",female,16.0,0,0,349215,16.222337803299762,,S
760332,0,2,"Name760332, Mr. Surname760332",male,13.0,0,0,330958,20.787414822102807,,S
665538,1,1,"Name665538, Miss. Surname665538",female,45.0,1,0,374910,90.00094988241796,,S
173733,0,3,"Name173733, Master. Surname173733",female,,3,2,349254,17.64077577105868,,S
885528,1,3,"Name885528, Master. Surname885528",female,12.0,0,2,19950,13.899831446528134,,C
382575,0,3,"Name382575, Col. Surname382575",male,17.0,0,0,1601,3.973280655770478,,S
972340,1,3,"Name972340, Mrs. Surname972340",female,21.0,0,2,28213,15.562593300892964,,S
205485,0,3,"Name205485, Miss. Surname205485",female,,1,5,7534,27.60455582956154,C85,S
116120,1,3,"Name116120, Miss. Surname116120",female,34.0,1,0,347062,19.394776733424,,S
979018,0,3,"Name979018, Master. Surname979018",female,10.0,8,2,383121,72.34268651650316,C78,S
384656,0,2,"Name384656, Mrs. Surname384656",female,36.0,0,0,345764,13.152344728220667,D,S
719145,1,1,"Name719145, Miss. Surname719145",female,,1,0,237736,78.30611892088616,,C
201665,1,1,"Name201665, Master. Surname201665",female,10.0,1,0,392096,96.54974221256528,,S
951116,1,3,"Name951116, Mr. Surname951116",male,12.0,0,0,12749,0.0,,S
319348,0,3,"Name319348, Mrs. Surname319348",female,,1,0,C.A. 2673,17.548710742056052,,S
961718,0,3,"Name961718, Don. Surname961718",male,23.0,0,0,A.5. 11206,10.392218971513383,,S
961499,0,3,"Name961499, Mr. Surname961499",male,32.0,0,0,2649,2.126762479484296,,S
989536,1,3,"Name989536, Mr. Surname989536",male,28.0,0,0,F.C.C. 13529,0.0,C68,S
548945,1,3,"Name548945, Master. Surname548945",female,,0,2,367231,20.262786430011904,,S
449974,1,3,"Name449974, Mr. Surname449974",male,32.0,0,0,19952,0.0,,S
592941,1,3,"Name592941, Miss. Surname592941",female,,0,0,13502,8.658929586469833,,Q
630439,0,3,"Name630439, Mr. Surname630439",male,25.0,1,0,4133,21.43922198736132,,S
646282,0,3,"Name646282, Mr. Surname646282",male,10.0,0,0,17453,1.7836180399603752,,S
231824,0,3,"Name231824, Mr. Surname231824",male,32.0,0,0,382651,9.369366963564731,,S
659871,0,3,"Name659871, Mr. Surname659871",male,23.0,0,0,110413,8.953513575085369,,Q
198864,0,3,"Name198864, Mr. Surname198864",male,29.0,0,0,243847,4.625694347248528,,S
449699,0,2,"Name449699, Mr. Surname449699",male,22.0,1,0,3101276,30.61867417360262,,C
293116,0,3,"Name293116, Mr. Surname293116",male,,3,2,A/4 45380,30.672088770609665,,S
102648,0,3,"Name102648, Mr. Surname102648",male,34.0,2,0,SOTON/OQ 392090,6.906651482406173,,S
249064,0,2,"Name249064, Mr. Surname249064",male,4.0,0,0,65306,46.22140949901742,,S
911437,0,3,"Name911437, Mr. Surname911437",male,30.0,0,0,28403,15.396125003148242,,S
831964,1,1,"Name831964, Mr. Surname831964",male,17.0,0,0,CA 2144,33.18721835113792,,C
894430,0,1,"Name894430, Mr. Surname894430",male,25.0,0,0,STON/O2. 3101282,93.3264653316718,,S
525349,1,1,"Name525349, Miss. Surname525349",female,35.0,0,2,250644,110.87397681350706,,S
123113,1,1,"Name123113, Mr. Surname123113",male,27.0,1,1,349245,44.651726183265886,,S
415448,0,3,"Name415448, Mr. Surname415448",male,26.0,0,0,1601,9.48222019530029,,C
942936,1,3,"Name942936, Miss. Surname942936",female,17.0,0,0,SC/PARIS 2131,13.16592675492766,,S
893234,0,2,"Name893234, Miss. Surname893234",female,13.0,1,1,239854,22.44726269888321,A6,S
838296,0,2,"Name838296, Miss. Surname838296",female,34.0,0,0,236853,19.77799399669377,C32,S
673801,1,2,"Name673801, Miss. Surname673801",female,30.0,0,0,2653,6.418287630478383,,S
299985,1,1,"Name299985, Mr. Surname299985",male,51.0,0,1,28228,315.45011876969954,C50,C
739653,1,1,"Name739653, Mrs. Surname739653",female,30.0,0,0,250649,58.45053214149603,,S
921078,1,1,"Name921078, Mrs. Surname921078",female,49.0,1,1,2665,6.838472335437166,,C
418347,0,3,"Name418347, Mr. Surname418347",male,18.0,0,0,367230,13.01586777896016,,S
364588,0,3,"Name364588, Miss. Surname364588",female,,1,6,368323,48.06132071417913,B5,S
732420,1,1,"Name732420, Miss. Surname732420",female,21.0,0,0,2664,57.09992423346829,,C
684630,1,3,"Name684630, Mrs. Surname684630",female,17.0,0,1,2685,9.768043612384457,,S
546657,1,2,"Name546657, Miss. Surname546657",female,15.0,1,1,233639,29.667156014310127,C99,S
350532,0,1,"Name350532, Mr. Surname350532",male,58.0,0,2,111361,144.13258070249887,,C
654930,0,1,"Name654930, Mr. Surname654930",male,,1,0,113760,75.02053933387838,C30,S
575662,0,3,"Name575662, Rev. Surname575662",male,42.0,0,0,226875,7.20462993073794,,S
701825,1,2,"Name701825, Miss. Surname701825",female,30.0,0,0,347068,18.86780784666089,,S
652303,1,1,"Name652303, Mr. Surname652303",male,48.0,1,1,C.A. 37671,152.70612952019684,,C
293778,0,1,"Name293778, Mr. Surname293778",male,,1,0,2668,71.75735738885653,C106,S
413602,0,3,"Name413602, Mr. Surname413602",male,24.0,0,0,2671,0.0,E50,S
812164,1,1,"Name812164, Mrs. Surname812164",female,18.0,0,0,113806,0.0,,C
230511,0,2,"Name230511, Mr. Surname230511",male,34.0,0,0,349201,18.38111477710814,,S
254434,0,2,"Name254434, Mr. Surname254434",male,13.0,0,0,3101265,32.343863726417204,,S
885990,1,3,"Name885990, Mr. Surname885990",male,17.0,0,0,324669,5.558989176347976,C23 C25 C27,S
